Code du département;Libellé du département;Libellé de la section électorale;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Liste;Nuance Liste;Libellé Abrégé Liste;Libellé Etendu Liste;Nom Tête de Liste;Voix;% Voix/Ins;% Voix/Exp;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Localisation
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;3;923;699;75,73;224;24,27;6;0.65;2.68;4;0.43;1.79;214;23.19;95.54;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;32;3.47;14.95;200071678;CA du Choletais;52;Pays de la Loire;47.047963,-0.899092
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;4;896;665;74,22;231;25,78;7;0.78;3.03;3;0.33;1.3;221;24.67;95.67;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.11;0.45;200071678;CA du Choletais;52;Pays de la Loire;47.047963,-0.899092
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;7;1028;696;67,7;332;32,3;5;0.49;1.51;3;0.29;0.9;324;31.52;97.59;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;32;3.11;9.88;200071678;CA du Choletais;52;Pays de la Loire;47.063116,-0.889248
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;7;1028;696;67,7;332;32,3;5;0.49;1.51;3;0.29;0.9;324;31.52;97.59;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;19;1.85;5.86;200071678;CA du Choletais;52;Pays de la Loire;47.063116,-0.889248
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;8;992;672;67,74;320;32,26;1;0.1;0.31;2;0.2;0.63;317;31.96;99.06;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;156;15.73;49.21;200071678;CA du Choletais;52;Pays de la Loire;47.063206,-0.884914
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;17;1359;1002;73,73;357;26,27;9;0.66;2.52;7;0.52;1.96;341;25.09;95.52;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;7;0.52;2.05;200071678;CA du Choletais;52;Pays de la Loire;47.04988,-0.859705
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;18;1405;1052;74,88;353;25,12;14;1.0;3.97;1;0.07;0.28;338;24.06;95.75;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;38;2.7;11.24;200071678;CA du Choletais;52;Pays de la Loire;47.04988,-0.859705
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;19;1140;812;71,23;328;28,77;5;0.44;1.52;5;0.44;1.52;318;27.89;96.95;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;124;10.88;38.99;200071678;CA du Choletais;52;Pays de la Loire;47.055921,-0.882369
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;22;920;673;73,15;247;26,85;3;0.33;1.21;9;0.98;3.64;235;25.54;95.14;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;17;1.85;7.23;200071678;CA du Choletais;52;Pays de la Loire;47.047611,-0.885777
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;26;918;629;68,52;289;31,48;0;0.0;0.0;14;1.53;4.84;275;29.96;95.16;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;22;2.4;8.0;200071678;CA du Choletais;52;Pays de la Loire;47.062205,-0.876604
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;29;1239;870;70,22;369;29,78;4;0.32;1.08;1;0.08;0.27;364;29.38;98.64;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.08;0.27;200071678;CA du Choletais;52;Pays de la Loire;47.062306,-0.874388
49;Maine-et-Loire;Maine-et-Loire;49099;Cholet;33;935;695;74,33;240;25,67;9;0.96;3.75;3;0.32;1.25;228;24.39;95.0;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;25;2.67;10.96;200071678;CA du Choletais;52;Pays de la Loire;47.057361,-0.854334
49;Maine-et-Loire;Maine-et-Loire;49100;Cizay-la-Madeleine;1;339;236;69,62;103;30,38;5;1.47;4.85;3;0.88;2.91;95;28.02;92.23;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;0;0.0;0.0;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.18833,-0.187584
49;Maine-et-Loire;Maine-et-Loire;49123;Distré;2;606;421;69,47;185;30,53;8;1.32;4.32;0;0.0;0.0;177;29.21;95.68;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;24;3.96;13.56;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.223245,-0.113741
49;Maine-et-Loire;Maine-et-Loire;49123;Distré;2;606;421;69,47;185;30,53;8;1.32;4.32;0;0.0;0.0;177;29.21;95.68;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;83;13.7;46.89;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.223245,-0.113741
49;Maine-et-Loire;Maine-et-Loire;49125;Doué-en-Anjou;7;335;247;73,73;88;26,27;1;0.3;1.14;1;0.3;1.14;86;25.67;97.73;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;7;2.09;8.14;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.245045,-0.383497
49;Maine-et-Loire;Maine-et-Loire;49125;Doué-en-Anjou;8;411;301;73,24;110;26,76;1;0.24;0.91;4;0.97;3.64;105;25.55;95.45;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;19;4.62;18.1;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.174962,-0.337626
49;Maine-et-Loire;Maine-et-Loire;49125;Doué-en-Anjou;10;223;147;65,92;76;34,08;1;0.45;1.32;4;1.79;5.26;71;31.84;93.42;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;15;6.73;21.13;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.231641,-0.209803
49;Maine-et-Loire;Maine-et-Loire;49125;Doué-en-Anjou;11;88;53;60,23;35;39,77;3;3.41;8.57;0;0.0;0.0;32;36.36;91.43;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;2;2.27;6.25;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.197088,-0.209724
49;Maine-et-Loire;Maine-et-Loire;49125;Doué-en-Anjou;12;517;387;74,85;130;25,15;2;0.39;1.54;4;0.77;3.08;124;23.98;95.38;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;9;1.74;7.26;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.193747,-0.274879
49;Maine-et-Loire;Maine-et-Loire;49135;Feneu;1;805;543;67,45;262;32,55;11;1.37;4.2;5;0.62;1.91;246;30.56;93.89;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;24;2.98;9.76;244900015;CU Angers Loire Métropole;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49135;Feneu;2;836;535;64;301;36;3;0.36;1.0;1;0.12;0.33;297;35.53;98.67;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;1;0.12;0.34;244900015;CU Angers Loire Métropole;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49140;Fontevraud-l'Abbaye;1;760;495;65,13;265;34,87;12;1.58;4.53;7;0.92;2.64;246;32.37;92.83;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;35;4.61;14.23;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.182279,0.05081
49;Maine-et-Loire;Maine-et-Loire;49163;Jarzé-Villages;1;1269;946;74,55;323;25,45;14;1.1;4.33;2;0.16;0.62;307;24.19;95.05;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;58;4.57;18.89;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49163;Jarzé-Villages;2;205;154;75,12;51;24,88;2;0.98;3.92;4;1.95;7.84;45;21.95;88.24;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;12;5.85;26.67;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.579794,-0.256095
49;Maine-et-Loire;Maine-et-Loire;49167;Les Garennes-sur-Loire;4;606;409;67,49;197;32,51;9;1.49;4.57;2;0.33;1.02;186;30.69;94.42;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;53;8.75;28.49;200071553;CC Loire Layon Aubance;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49171;La Lande-Chasles;1;90;48;53,33;42;46,67;0;0.0;0.0;1;1.11;2.38;41;45.56;97.62;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;2;2.22;4.88;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.457755,-0.070206
49;Maine-et-Loire;Maine-et-Loire;49174;Huillé-Lézigné;2;443;345;77,88;98;22,12;2;0.45;2.04;2;0.45;2.04;94;21.22;95.92;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;20;4.51;21.28;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.648117,-0.304859
49;Maine-et-Loire;Maine-et-Loire;49174;Huillé-Lézigné;2;443;345;77,88;98;22,12;2;0.45;2.04;2;0.45;2.04;94;21.22;95.92;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;37;8.35;39.36;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.648117,-0.304859
49;Maine-et-Loire;Maine-et-Loire;49176;Le Lion-d'Angers;1;1571;1143;72,76;428;27,24;8;0.51;1.87;10;0.64;2.34;410;26.1;95.79;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;32;2.04;7.8;200071868;CC des Vallées du Haut-Anjou;52;Pays de la Loire;47.626366,-0.711621
49;Maine-et-Loire;Maine-et-Loire;49176;Le Lion-d'Angers;1;1571;1143;72,76;428;27,24;8;0.51;1.87;10;0.64;2.34;410;26.1;95.79;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;46;2.93;11.22;200071868;CC des Vallées du Haut-Anjou;52;Pays de la Loire;47.626366,-0.711621
49;Maine-et-Loire;Maine-et-Loire;49176;Le Lion-d'Angers;2;1779;1322;74,31;457;25,69;11;0.62;2.41;11;0.62;2.41;435;24.45;95.19;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;0;0.0;0.0;200071868;CC des Vallées du Haut-Anjou;52;Pays de la Loire;47.626366,-0.711621
49;Maine-et-Loire;Maine-et-Loire;49183;Val-d'Erdre-Auxence;3;688;536;77,91;152;22,09;7;1.02;4.61;3;0.44;1.97;142;20.64;93.42;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;10;1.45;7.04;200071868;CC des Vallées du Haut-Anjou;52;Pays de la Loire;47.510501,-0.982896
49;Maine-et-Loire;Maine-et-Loire;49192;Maulévrier;1;1109;793;71,51;316;28,49;9;0.81;2.85;2;0.18;0.63;305;27.5;96.52;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;8;0.72;2.62;200071678;CA du Choletais;52;Pays de la Loire;47.008292,-0.747633
49;Maine-et-Loire;Maine-et-Loire;49192;Maulévrier;1;1109;793;71,51;316;28,49;9;0.81;2.85;2;0.18;0.63;305;27.5;96.52;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;25;2.25;8.2;200071678;CA du Choletais;52;Pays de la Loire;47.008292,-0.747633
49;Maine-et-Loire;Maine-et-Loire;49200;Longuenée-en-Anjou;1;1006;728;72,37;278;27,63;10;0.99;3.6;2;0.2;0.72;266;26.44;95.68;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;11;1.09;4.14;244900015;CU Angers Loire Métropole;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49214;Montreuil-Juigné;2;731;509;69,63;222;30,37;4;0.55;1.8;10;1.37;4.5;208;28.45;93.69;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;9;1.23;4.33;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.528053,-0.608104
49;Maine-et-Loire;Maine-et-Loire;49214;Montreuil-Juigné;7;910;652;71,65;258;28,35;6;0.66;2.33;3;0.33;1.16;249;27.36;96.51;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;29;3.19;11.65;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.531424,-0.616939
49;Maine-et-Loire;Maine-et-Loire;49218;Montrevault-sur-Evre;4;907;688;75,85;219;24,15;10;1.1;4.57;3;0.33;1.37;206;22.71;94.06;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;15;1.65;7.28;200060010;CA Mauges Communauté;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49218;Montrevault-sur-Evre;6;1269;970;76,44;299;23,56;18;1.42;6.02;4;0.32;1.34;277;21.83;92.64;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;18;1.42;6.5;200060010;CA Mauges Communauté;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49219;Montsoreau;1;357;191;53,5;166;46,5;5;1.4;3.01;5;1.4;3.01;156;43.7;93.98;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;2;0.56;1.28;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.21538,0.061199
49;Maine-et-Loire;Maine-et-Loire;49219;Montsoreau;1;357;191;53,5;166;46,5;5;1.4;3.01;5;1.4;3.01;156;43.7;93.98;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;29;8.12;18.59;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.21538,0.061199
49;Maine-et-Loire;Maine-et-Loire;49220;Morannes-sur-Sarthe-Daumeray;1;1233;930;75,43;303;24,57;20;1.62;6.6;5;0.41;1.65;278;22.55;91.75;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.08;0.36;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.744108,-0.417423
49;Maine-et-Loire;Maine-et-Loire;49220;Morannes-sur-Sarthe-Daumeray;3;1120;841;75,09;279;24,91;7;0.63;2.51;12;1.07;4.3;260;23.21;93.19;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;4;0.36;1.54;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.695086,-0.363472
49;Maine-et-Loire;Maine-et-Loire;49220;Morannes-sur-Sarthe-Daumeray;3;1120;841;75,09;279;24,91;7;0.63;2.51;12;1.07;4.3;260;23.21;93.19;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;43;3.84;16.54;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.695086,-0.363472
49;Maine-et-Loire;Maine-et-Loire;49222;Mozé-sur-Louet;2;735;536;72,93;199;27,07;7;0.95;3.52;2;0.27;1.01;190;25.85;95.48;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;26;3.54;13.68;200071553;CC Loire Layon Aubance;52;Pays de la Loire;47.358723,-0.551783
49;Maine-et-Loire;Maine-et-Loire;49224;Neuillé;1;635;378;59,53;257;40,47;13;2.05;5.06;1;0.16;0.39;243;38.27;94.55;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;9;1.42;3.7;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.34837,-0.010164
49;Maine-et-Loire;Maine-et-Loire;49228;Noyant-Villages;4;237;178;75,11;59;24,89;3;1.27;5.08;0;0.0;0.0;56;23.63;94.92;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;1;0.42;1.79;244900882;CC Baugeois Vallée;52;Pays de la Loire;47.579581,0.167296
49;Maine-et-Loire;Maine-et-Loire;49228;Noyant-Villages;11;70;34;48,57;36;51,43;1;1.43;2.78;1;1.43;2.78;34;48.57;94.44;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;3;4.29;8.82;244900882;CC Baugeois Vallée;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49244;Mauges-sur-Loire;1;993;633;63,75;360;36,25;5;0.5;1.39;11;1.11;3.06;344;34.64;95.56;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;7;0.7;2.03;200060010;CA Mauges Communauté;52;Pays de la Loire;47.355273,-0.85791
49;Maine-et-Loire;Maine-et-Loire;49244;Mauges-sur-Loire;12;791;561;70,92;230;29,08;11;1.39;4.78;10;1.26;4.35;209;26.42;90.87;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;34;4.3;16.27;200060010;CA Mauges Communauté;52;Pays de la Loire;47.32029,-0.924055
49;Maine-et-Loire;Maine-et-Loire;49246;Les Ponts-de-Cé;3;807;563;69,76;244;30,24;14;1.73;5.74;2;0.25;0.82;228;28.25;93.44;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;38;4.71;16.67;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.437244,-0.524884
49;Maine-et-Loire;Maine-et-Loire;49248;Ombrée-d'Anjou;1;1108;796;71,84;312;28,16;12;1.08;3.85;12;1.08;3.85;288;25.99;92.31;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;2;0.18;0.69;244900809;CC Anjou Bleu Communauté;52;Pays de la Loire;47.743065,-1.176323
49;Maine-et-Loire;Maine-et-Loire;49248;Ombrée-d'Anjou;5;742;515;69,41;227;30,59;8;1.08;3.52;8;1.08;3.52;211;28.44;92.95;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;89;11.99;42.18;244900809;CC Anjou Bleu Communauté;52;Pays de la Loire;47.70337,-1.030286
49;Maine-et-Loire;Maine-et-Loire;49248;Ombrée-d'Anjou;6;1229;907;73,8;322;26,2;15;1.22;4.66;5;0.41;1.55;302;24.57;93.79;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;54;4.39;17.88;244900809;CC Anjou Bleu Communauté;52;Pays de la Loire;47.709929,-0.991321
49;Maine-et-Loire;Maine-et-Loire;49248;Ombrée-d'Anjou;10;294;189;64,29;105;35,71;4;1.36;3.81;5;1.7;4.76;96;32.65;91.43;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;3;1.02;3.13;244900809;CC Anjou Bleu Communauté;52;Pays de la Loire;47.680788,-1.130458
49;Maine-et-Loire;Maine-et-Loire;49248;Ombrée-d'Anjou;12;232;151;65,09;81;34,91;6;2.59;7.41;1;0.43;1.23;74;31.9;91.36;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;1;0.43;1.35;244900809;CC Anjou Bleu Communauté;52;Pays de la Loire;47.726102,-1.085645
49;Maine-et-Loire;Maine-et-Loire;49257;Les Rairies;1;739;555;75,1;184;24,9;6;0.81;3.26;4;0.54;2.17;174;23.55;94.57;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;21;2.84;12.07;200068955;CC Anjou Loir et Sarthe;52;Pays de la Loire;47.650744,-0.206736
49;Maine-et-Loire;Maine-et-Loire;49261;Gennes-Val-de-Loire;3;872;607;69,61;265;30,39;10;1.15;3.77;4;0.46;1.51;251;28.78;94.72;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.11;0.4;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.337779,-0.236458
49;Maine-et-Loire;Maine-et-Loire;49261;Gennes-Val-de-Loire;6;333;212;63,66;121;36,34;4;1.2;3.31;2;0.6;1.65;115;34.53;95.04;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;23;6.91;20.0;200071876;CA Saumur Val de Loire;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49261;Gennes-Val-de-Loire;10;398;233;58,54;165;41,46;2;0.5;1.21;3;0.75;1.82;160;40.2;96.97;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;44;11.06;27.5;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.37182,-0.265633
49;Maine-et-Loire;Maine-et-Loire;49261;Gennes-Val-de-Loire;10;398;233;58,54;165;41,46;2;0.5;1.21;3;0.75;1.82;160;40.2;96.97;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;43;10.8;26.88;200071876;CA Saumur Val de Loire;52;Pays de la Loire;47.37182,-0.265633
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;1;814;542;66,58;272;33,42;5;0.61;1.84;2;0.25;0.74;265;32.56;97.43;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.12;0.38;244900015;CU Angers Loire Métropole;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;3;972;694;71,4;278;28,6;6;0.62;2.16;4;0.41;1.44;268;27.57;96.4;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;64;6.58;23.88;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.46851,-0.507371
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;3;972;694;71,4;278;28,6;6;0.62;2.16;4;0.41;1.44;268;27.57;96.4;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;37;3.81;13.81;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.46851,-0.507371
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;6;910;581;63,85;329;36,15;9;0.99;2.74;5;0.55;1.52;315;34.62;95.74;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;5;0.55;1.59;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.46506,-0.487617
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;7;893;608;68,09;285;31,91;4;0.45;1.4;3;0.34;1.05;278;31.13;97.54;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;4;0.45;1.44;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.470842,-0.485148
49;Maine-et-Loire;Maine-et-Loire;49267;Saint-Barthélemy-d'Anjou;7;893;608;68,09;285;31,91;4;0.45;1.4;3;0.34;1.05;278;31.13;97.54;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;37;4.14;13.31;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.470842,-0.485148
49;Maine-et-Loire;Maine-et-Loire;49269;Saint-Christophe-du-Bois;1;1185;898;75,78;287;24,22;9;0.76;3.14;7;0.59;2.44;271;22.87;94.43;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;18;1.52;6.64;200071678;CA du Choletais;52;Pays de la Loire;
49;Maine-et-Loire;Maine-et-Loire;49278;Sainte-Gemmes-sur-Loire;2;989;631;63,8;358;36,2;7;0.71;1.96;9;0.91;2.51;342;34.58;95.53;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;2;0.2;0.58;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.422563,-0.556979
49;Maine-et-Loire;Maine-et-Loire;49292;Val-du-Layon;2;925;628;67,89;297;32,11;13;1.41;4.38;3;0.32;1.01;281;30.38;94.61;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;25;2.7;8.9;200071553;CC Loire Layon Aubance;52;Pays de la Loire;47.328589,-0.670624
49;Maine-et-Loire;Maine-et-Loire;49294;Saint-Lambert-la-Potherie;2;1099;749;68,15;350;31,85;5;0.45;1.43;2;0.18;0.57;343;31.21;98.0;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;51;4.64;14.87;244900015;CU Angers Loire Métropole;52;Pays de la Loire;47.482529,-0.677983
