Code du département;Libellé du département;Libellé de la section électorale;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Liste;Nuance Liste;Libellé Abrégé Liste;Libellé Etendu Liste;Nom Tête de Liste;Voix;% Voix/Ins;% Voix/Exp;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Localisation
44;Loire-Atlantique;Loire-Atlantique;44146;Rougé;2;843;591;70,11;252;29,89;9;1.07;3.57;2;0.24;0.79;241;28.59;95.63;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;81;9.61;33.61;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44149;Saffré;2;1008;723;71,73;285;28,27;1;0.1;0.35;5;0.5;1.75;279;27.68;97.89;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;29;2.88;10.39;244400537;CC de Nozay;52;Pays de la Loire;47.501437,-1.579662
44;Loire-Atlantique;Loire-Atlantique;44150;Saint-Aignan-Grandlieu;4;858;611;71,21;247;28,79;8;0.93;3.24;8;0.93;3.24;231;26.92;93.52;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;5;0.58;2.16;244400404;Nantes Métropole;52;Pays de la Loire;47.123376,-1.638093
44;Loire-Atlantique;Loire-Atlantique;44154;Saint-Brevin-les-Pins;6;710;501;70,56;209;29,44;3;0.42;1.44;6;0.85;2.87;200;28.17;95.69;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;34;4.79;17.0;244400586;CC du Sud-Estuaire;52;Pays de la Loire;47.247029,-2.168373
44;Loire-Atlantique;Loire-Atlantique;44154;Saint-Brevin-les-Pins;7;869;636;73,19;233;26,81;6;0.69;2.58;2;0.23;0.86;225;25.89;96.57;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;10;1.15;4.44;244400586;CC du Sud-Estuaire;52;Pays de la Loire;47.255105,-2.167343
44;Loire-Atlantique;Loire-Atlantique;44154;Saint-Brevin-les-Pins;12;1065;773;72,58;292;27,42;5;0.47;1.71;3;0.28;1.03;284;26.67;97.26;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;13;1.22;4.58;244400586;CC du Sud-Estuaire;52;Pays de la Loire;47.203946,-2.155051
44;Loire-Atlantique;Loire-Atlantique;44156;Corcoué-sur-Logne;1;996;715;71,79;281;28,21;2;0.2;0.71;8;0.8;2.85;271;27.21;96.44;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;46;4.62;16.97;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;46.963405,-1.58295
44;Loire-Atlantique;Loire-Atlantique;44158;Saint-Etienne-de-Montluc;2;898;583;64,92;315;35,08;9;1.0;2.86;4;0.45;1.27;302;33.63;95.87;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;99;11.02;32.78;200072734;CC Estuaire et Sillon;52;Pays de la Loire;47.27091,-1.840213
44;Loire-Atlantique;Loire-Atlantique;44158;Saint-Etienne-de-Montluc;4;704;472;67,05;232;32,95;7;0.99;3.02;4;0.57;1.72;221;31.39;95.26;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;30;4.26;13.57;200072734;CC Estuaire et Sillon;52;Pays de la Loire;47.270069,-1.768865
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;2;1012;707;69,86;305;30,14;7;0.69;2.3;5;0.49;1.64;293;28.95;96.07;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;55;5.43;18.77;244400404;Nantes Métropole;52;Pays de la Loire;47.211552,-1.659215
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;3;893;625;69,99;268;30,01;6;0.67;2.24;0;0.0;0.0;262;29.34;97.76;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;11;1.23;4.2;244400404;Nantes Métropole;52;Pays de la Loire;47.219752,-1.609561
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;4;895;617;68,94;278;31,06;1;0.11;0.36;2;0.22;0.72;275;30.73;98.92;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;53;5.92;19.27;244400404;Nantes Métropole;52;Pays de la Loire;47.229814,-1.606134
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;5;795;570;71,7;225;28,3;2;0.25;0.89;4;0.5;1.78;219;27.55;97.33;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;33;4.15;15.07;244400404;Nantes Métropole;52;Pays de la Loire;47.229814,-1.606134
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;7;634;485;76,5;149;23,5;4;0.63;2.68;2;0.32;1.34;143;22.56;95.97;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;19;3.0;13.29;244400404;Nantes Métropole;52;Pays de la Loire;47.233875,-1.59115
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;8;722;446;61,77;276;38,23;0;0.0;0.0;5;0.69;1.81;271;37.53;98.19;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;4;0.55;1.48;244400404;Nantes Métropole;52;Pays de la Loire;47.241934,-1.600215
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;12;812;548;67,49;264;32,51;4;0.49;1.52;1;0.12;0.38;259;31.9;98.11;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;3;0.37;1.16;244400404;Nantes Métropole;52;Pays de la Loire;47.242507,-1.610474
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;19;910;636;69,89;274;30,11;8;0.88;2.92;2;0.22;0.73;264;29.01;96.35;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;0;0.0;0.0;244400404;Nantes Métropole;52;Pays de la Loire;47.219752,-1.609561
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;20;967;732;75,7;235;24,3;0;0.0;0.0;0;0.0;0.0;235;24.3;100.0;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;6;0.62;2.55;244400404;Nantes Métropole;52;Pays de la Loire;47.209437,-1.660107
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;29;782;502;64,19;280;35,81;4;0.51;1.43;2;0.26;0.71;274;35.04;97.86;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;66;8.44;24.09;244400404;Nantes Métropole;52;Pays de la Loire;47.233875,-1.59115
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;29;782;502;64,19;280;35,81;4;0.51;1.43;2;0.26;0.71;274;35.04;97.86;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;68;8.7;24.82;244400404;Nantes Métropole;52;Pays de la Loire;47.233875,-1.59115
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;32;1025;740;72,2;285;27,8;10;0.98;3.51;3;0.29;1.05;272;26.54;95.44;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;22;2.15;8.09;244400404;Nantes Métropole;52;Pays de la Loire;47.211552,-1.659215
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;33;785;516;65,73;269;34,27;4;0.51;1.49;3;0.38;1.12;262;33.38;97.4;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;5;0.64;1.91;244400404;Nantes Métropole;52;Pays de la Loire;47.229814,-1.606134
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;34;720;471;65,42;249;34,58;0;0.0;0.0;2;0.28;0.8;247;34.31;99.2;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;29;4.03;11.74;244400404;Nantes Métropole;52;Pays de la Loire;47.211209,-1.64976
44;Loire-Atlantique;Loire-Atlantique;44162;Saint-Herblain;35;658;510;77,51;148;22,49;2;0.3;1.35;2;0.3;1.35;144;21.88;97.3;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;6;0.91;4.17;244400404;Nantes Métropole;52;Pays de la Loire;47.217245,-1.639814
44;Loire-Atlantique;Loire-Atlantique;44164;Saint-Hilaire-de-Chaléons;2;758;507;66,89;251;33,11;11;1.45;4.38;4;0.53;1.59;236;31.13;94.02;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;23;3.03;9.75;200067346;CA Pornic Agglo Pays de Retz;52;Pays de la Loire;47.103669,-1.866188
44;Loire-Atlantique;Loire-Atlantique;44166;Saint-Jean-de-Boiseau;1;918;693;75,49;225;24,51;9;0.98;4.0;3;0.33;1.33;213;23.2;94.67;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;59;6.43;27.7;244400404;Nantes Métropole;52;Pays de la Loire;47.19452,-1.724918
44;Loire-Atlantique;Loire-Atlantique;44166;Saint-Jean-de-Boiseau;5;744;533;71,64;211;28,36;8;1.08;3.79;3;0.4;1.42;200;26.88;94.79;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;8;1.08;4.0;244400404;Nantes Métropole;52;Pays de la Loire;47.19452,-1.724918
44;Loire-Atlantique;Loire-Atlantique;44168;Saint-Joachim;3;464;325;70,04;139;29,96;3;0.65;2.16;0;0.0;0.0;136;29.31;97.84;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;4;0.86;2.94;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.3807,-2.18508
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;1;892;544;60,99;348;39,01;3;0.34;0.86;3;0.34;0.86;342;38.34;98.28;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;5;0.56;1.46;244400404;Nantes Métropole;52;Pays de la Loire;47.250424,-1.485037
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;5;867;547;63,09;320;36,91;4;0.46;1.25;5;0.58;1.56;311;35.87;97.19;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;55;6.34;17.68;244400404;Nantes Métropole;52;Pays de la Loire;47.24953,-1.48467
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;6;990;693;70;297;30;2;0.2;0.67;5;0.51;1.68;290;29.29;97.64;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;59;5.96;20.34;244400404;Nantes Métropole;52;Pays de la Loire;47.24953,-1.48467
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;6;990;693;70;297;30;2;0.2;0.67;5;0.51;1.68;290;29.29;97.64;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;53;5.35;18.28;244400404;Nantes Métropole;52;Pays de la Loire;47.24953,-1.48467
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;10;952;648;68,07;304;31,93;3;0.32;0.99;0;0.0;0.0;301;31.62;99.01;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;81;8.51;26.91;244400404;Nantes Métropole;52;Pays de la Loire;47.248867,-1.483284
44;Loire-Atlantique;Loire-Atlantique;44172;Sainte-Luce-sur-Loire;11;1015;737;72,61;278;27,39;4;0.39;1.44;2;0.2;0.72;272;26.8;97.84;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;33;3.25;12.13;244400404;Nantes Métropole;52;Pays de la Loire;47.248867,-1.483284
44;Loire-Atlantique;Loire-Atlantique;44176;Saint-Malo-de-Guersac;2;830;581;70;249;30;4;0.48;1.61;1;0.12;0.4;244;29.4;97.99;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;50;6.02;20.49;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.35403,-2.17563
44;Loire-Atlantique;Loire-Atlantique;44180;Vallons-de-l'Erdre;4;776;617;79,51;159;20,49;7;0.9;4.4;2;0.26;1.26;150;19.33;94.34;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;28;3.61;18.67;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44180;Vallons-de-l'Erdre;7;602;500;83,06;102;16,94;3;0.5;2.94;1;0.17;0.98;98;16.28;96.08;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;11;1.83;11.22;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44182;Saint-Michel-Chef-Chef;4;1022;754;73,78;268;26,22;15;1.47;5.6;12;1.17;4.48;241;23.58;89.93;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;37;3.62;15.35;200067346;CA Pornic Agglo Pays de Retz;52;Pays de la Loire;47.182108,-2.147688
44;Loire-Atlantique;Loire-Atlantique;44183;Saint-Molf;2;1091;752;68,93;339;31,07;11;1.01;3.24;8;0.73;2.36;320;29.33;94.4;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;12;1.1;3.75;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.391688,-2.424646
44;Loire-Atlantique;Loire-Atlantique;44183;Saint-Molf;2;1091;752;68,93;339;31,07;11;1.01;3.24;8;0.73;2.36;320;29.33;94.4;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;61;5.59;19.06;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.391688,-2.424646
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;12;1086;904;83,24;182;16,76;3;0.28;1.65;1;0.09;0.55;178;16.39;97.8;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;27;2.49;15.17;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.26708,-2.25107
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;13;962;688;71,52;274;28,48;4;0.42;1.46;3;0.31;1.09;267;27.75;97.45;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;11;1.14;4.12;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.28471,-2.25833
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;14;1119;813;72,65;306;27,35;6;0.54;1.96;6;0.54;1.96;294;26.27;96.08;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;59;5.27;20.07;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.28471,-2.25833
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;15;999;722;72,27;277;27,73;9;0.9;3.25;1;0.1;0.36;267;26.73;96.39;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;31;3.1;11.61;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.28471,-2.25833
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;15;999;722;72,27;277;27,73;9;0.9;3.25;1;0.1;0.36;267;26.73;96.39;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;64;6.41;23.97;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.28471,-2.25833
44;Loire-Atlantique;Loire-Atlantique;44184;Saint-Nazaire;16;978;716;73,21;262;26,79;7;0.72;2.67;5;0.51;1.91;250;25.56;95.42;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;40;4.09;16.0;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.28471,-2.25833
38;Isère;Isère;38414;Sainte-Luce;1;54;22;40,74;32;59,26;2;3.7;6.25;1;1.85;3.13;29;53.7;90.63;6;LUD;LAURENT WAUQUIEZ - LA RÉG;Laurent Wauquiez - La Région avec toutes ses forces;WAUQUIEZ Laurent;5;9.26;17.24;200040657;CC de la Matheysine;84;Auvergne-Rhône-Alpes;44.846,5.906
38;Isère;Isère;38416;Saint-Marcellin;1;1090;732;67,16;358;32,84;11;1.01;3.07;1;0.09;0.28;346;31.74;96.65;8;LUG;ENSEMBLE POUR NOTRE RÉGIO;Ensemble pour notre région;CUKIERMAN Cécile;13;1.19;3.76;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;45.154115,5.320047
38;Isère;Isère;38416;Saint-Marcellin;2;973;645;66,29;328;33,71;7;0.72;2.13;2;0.21;0.61;319;32.79;97.26;8;LUG;ENSEMBLE POUR NOTRE RÉGIO;Ensemble pour notre région;CUKIERMAN Cécile;18;1.85;5.64;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;45.153128,5.317293
38;Isère;Isère;38416;Saint-Marcellin;3;948;671;70,78;277;29,22;8;0.84;2.89;1;0.11;0.36;268;28.27;96.75;2;LECO;L'ÉCOLOGIE, C'EST POSSIBL;L'écologie, c'est possible! Avec Fabienne GREBERT;GREBERT Fabienne;51;5.38;19.03;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;
38;Isère;Isère;38416;Saint-Marcellin;5;1023;702;68,62;321;31,38;3;0.29;0.93;1;0.1;0.31;317;30.99;98.75;6;LUD;LAURENT WAUQUIEZ - LA RÉG;Laurent Wauquiez - La Région avec toutes ses forces;WAUQUIEZ Laurent;123;12.02;38.8;200070431;CC Saint-Marcellin Vercors Isère Communauté;84;Auvergne-Rhône-Alpes;45.147215,5.326364
38;Isère;Isère;38418;Sainte-Marie-du-Mont;1;188;121;64,36;67;35,64;0;0.0;0.0;0;0.0;0.0;67;35.64;100.0;7;LDIV;AGIR POUR NE PLUS SUBIR;AGIR POUR NE PLUS SUBIR;OMEIR Farid;0;0.0;0.0;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.406515,5.945646
38;Isère;Isère;38421;Saint-Martin-d'Hères;19;931;769;82,6;162;17,4;7;0.75;4.32;0;0.0;0.0;155;16.65;95.68;4;LUC;AURALP, LA MAJORITÉ PRÉSI;AURALP, La majorité présidentielle avec Bruno BONNELL;BONNELL Bruno;6;0.64;3.87;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.165527,5.750745
38;Isère;Isère;38421;Saint-Martin-d'Hères;20;869;707;81,36;162;18,64;3;0.35;1.85;3;0.35;1.85;156;17.95;96.3;2;LECO;L'ÉCOLOGIE, C'EST POSSIBL;L'écologie, c'est possible! Avec Fabienne GREBERT;GREBERT Fabienne;46;5.29;29.49;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.169685,5.757831
38;Isère;Isère;38422;Saint-Martin-d'Uriage;1;882;547;62,02;335;37,98;6;0.68;1.79;1;0.11;0.3;328;37.19;97.91;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;20;2.27;6.1;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.148502,5.837209
38;Isère;Isère;38422;Saint-Martin-d'Uriage;3;1027;562;54,72;465;45,28;4;0.39;0.86;1;0.1;0.22;460;44.79;98.92;1;LDIV;UNION ESSENTIELLE;UNION ESSENTIELLE;GILL Shella;3;0.29;0.65;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.162414,5.841188
38;Isère;Isère;38422;Saint-Martin-d'Uriage;5;842;510;60,57;332;39,43;4;0.48;1.2;0;0.0;0.0;328;38.95;98.8;8;LUG;ENSEMBLE POUR NOTRE RÉGIO;Ensemble pour notre région;CUKIERMAN Cécile;20;2.38;6.1;200018166;CC Le Grésivaudan;84;Auvergne-Rhône-Alpes;45.152308,5.837913
38;Isère;Isère;38423;Saint-Martin-le-Vinoux;2;843;628;74,5;215;25,5;3;0.36;1.4;0;0.0;0.0;212;25.15;98.6;9;LRN;LISTE RASSEMBLEMENT NATIO;Liste Rassemblement national avec Andréa Kotarac;KOTARAC Andréa;31;3.68;14.62;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.212583,5.700215
38;Isère;Isère;38423;Saint-Martin-le-Vinoux;3;893;656;73,46;237;26,54;0;0.0;0.0;1;0.11;0.42;236;26.43;99.58;3;LEXG;LUTTE OUVRIÈRE - FAIRE EN;Lutte ouvrière - Faire entendre le camp des travailleurs;GOMEZ Chantal;9;1.01;3.81;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.216529,5.691442
38;Isère;Isère;38423;Saint-Martin-le-Vinoux;4;909;507;55,78;402;44,22;4;0.44;1.0;1;0.11;0.25;397;43.67;98.76;4;LUC;AURALP, LA MAJORITÉ PRÉSI;AURALP, La majorité présidentielle avec Bruno BONNELL;BONNELL Bruno;64;7.04;16.12;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.203392,5.716324
38;Isère;Isère;38423;Saint-Martin-le-Vinoux;4;909;507;55,78;402;44,22;4;0.44;1.0;1;0.11;0.25;397;43.67;98.76;6;LUD;LAURENT WAUQUIEZ - LA RÉG;Laurent Wauquiez - La Région avec toutes ses forces;WAUQUIEZ Laurent;98;10.78;24.69;200040715;Grenoble-Alpes-Métropole;84;Auvergne-Rhône-Alpes;45.203392,5.716324
